Timestamp,How long have you been using Haskell?,Sample Question 2,How would you characterize your use of Haskell today?,What is the status of Haskell in your workplace?,What is the status of Haskell in your workplace?,In which domain(s) are you using Haskell?,Which environment(s) do you use to work with Haskell?,"What language was your primary language just prior to adopting Haskell – or, if Haskell is not your primary language now, what is that primary language?","If Haskell disappeared tomorrow, what language(s) might you use as a ""replacement""?",How would you rate the following qualities of Haskell libraries? [Documentation],How would you rate the following qualities of Haskell libraries? [Test coverage],How would you rate the following qualities of Haskell libraries? [Performance],How would you rate the following qualities of Haskell libraries? [Integration with other libraries],How would you rate the following qualities of Haskell libraries? [Cross platform compatility],How would you rate the following qualities of Haskell libraries? [API stability],How would you rate the following qualities of Haskell libraries? [Ease of use],How would you rate the following qualities of Hackage? [Number of libraries],How would you rate the following qualities of Hackage? [Overall quality of libraries],How would you rate the following qualities of Hackage? [Ease of finding a library for a given task],Reasoning about the performance of Haskell programs is...,What would help you most when reasoning about the performance of your Haskell programs?,How would you rate the following qualities of Hackage? [Ease of judging the quality of a library],What do you think is Haskell's most glaring weakness / blind spot / problem?,How would you rate the following qualities of Hackage? [Likelihood that a library will build on your machine]
7/18/2011 0:07:33,2 years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Open source projects, System administration, Web development",vi,"C++, Java","Common Lisp, Scala",5,4,4,4,3,4,5,4,3,4,3,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,I think that as many libraries that Haskell has it has not yet reached the point where it has one for everything. If you ask me we should setup dummy projects that people can complete and make them small in nature so that Universities and random hackers can come in and spend a few weeks making one of these projects and then we have the libraries we need. They should be rather small so that they can be considered to be in a 'completed' state but it has the potential to allow us to outsource all of the low hanging fruit in the community. Or simply the libraries that do not get made because nobody has the time.,4
7/18/2011 0:16:36,4 years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,Gaming,"vi, Eclipse / EclispeFP","C, Perl",F#,3,3,3,2,2,4,3,5,4,4,5,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",2,"1. Libraries: dependencies on small parts of one library makes you depend at once on a lot of other, which are not really necessary

2. Windows plattform is not well supported",2
7/18/2011 0:19:33,Months,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,It's used secretly,"Network programming, RDBMS programming, System administration","vi, Command line REPL",C,"Clojure, Common Lisp, F#, O'Caml, Scheme",4,4,5,5,5,5,5,4,4,4,2,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",3,,4
7/18/2011 0:26:10,Months,,"I use it for serious ""hobby"" projects., I use it at work.",,"I'm lobbying to have it be ""endorsed""","Commercial products, Commercial services, Open source projects","Command line REPL, TextMate",C#,Python,4,3,3,3,3,2,4,4,4,5,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",4,,5
7/18/2011 0:27:59,Just started,,I'm just tinkering.,,I don't use Haskell at work,Math / data analysis,vi,R,Scala,,,,,,,,3,,,4,Better static analysis tools (e.g. linters),,,
7/18/2011 0:28:18,5+ years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"Finance, Compilers / interpreters","Emacs / haskell-mode, Command line REPL",C,"F#, Scala",3,3,3,3,2,1,4,5,4,3,3,Better run-time analysis tools (e.g. profilers),1,,3
7/18/2011 0:30:03,5+ years,,I use it at work.,,It's endorsed and used in production applications,"Math / data analysis, Open source projects, Compilers / interpreters",Emacs / haskell-mode,"Scheme, Pascal","C#, F#, O'Caml, Scala",3,3,4,4,3,3,4,4,4,4,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",2,"* not requiring type decls for top-level identifiers
* namespace issues (not allowing record types to share field names)
* semantic significance of upper/lower case in identifiers (because of not requiring explicit forall in polymorphic types)
* lazy IO
* over-emphasis on lists in Prelude (instead of other container types)
* (not Haskell per se, but ...) ghc minor version changes breaking (hackage) libraries
* (also not Haskell the language, but ...) missing tool support for refactoring",4
7/18/2011 0:37:10,3 years,,I use it at work.,,It's used secretly,Math / data analysis,Emacs / haskell-mode,"C, C++","Clojure, Common Lisp, Scheme",3,,,,,4,3,4,5,5,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",4,"In my opinion there are two problems. 

First, I think the lack of an excellent ide keeps many programmers away. There should be an haskell equivalent of what Eclipse is for Java, and it should *work*. I use emacs haskell-mode, but it's rather primitive, even the command/function tab completion in the ghci inf-mode does not work!

There are  poor languages which are popular just because they have great development tools. Haskell is already a super language and better tools would really increase its popularity (imho).

Second, some of the basic libraries would benefit from a refresh. Simple example, Data.Map is missing insertWith' that applies the insertion function strictly. Why? And since it does not export the constructors (design flaw) implementing it by hand is contrived.

Another library that would need some love is Data.Array (maybe Repa could be a subsitute?).

At least the basic libraries should be free of design/implementation defects.",4
7/18/2011 0:37:39,Months,,I'm just tinkering.,,I don't use Haskell at work,"Math / data analysis, System administration",Emacs / haskell-mode,C,"Common Lisp, Lua",2,3,3,3,2,3,3,2,3,4,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,Lack of libraries.,3
7/18/2011 0:39:47,1 year,,I'm just tinkering.,,It's used secretly,Math / data analysis,vi,"C, Javascript, Python",C,4,3,3,3,3,2,4,4,4,5,3,Better library documentation (e.g. documented strictness properties),4,,3
7/18/2011 0:51:01,2 years,,"I'm just tinkering., I use it for my studies., I use it at work.",,It's used secretly,"Open source projects, System administration",Emacs / haskell-mode,"C++, Java","Common Lisp, Ruby, Scheme, SML",2,3,3,3,4,3,4,3,3,4,2,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,,4
7/18/2011 0:52:54,Months,,"I'm just tinkering., I use it for my studies.",,I don't use Haskell at work,"Math / data analysis, Open source projects",TextMate,"Java, Javascript, JRuby, Ruby","Clojure, Common Lisp, Scala",,,,,,,,,,,,,,,
7/18/2011 0:53:31,4 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,Compilers / interpreters,vi,C++,"O'Caml, Scala",4,4,4,3,4,4,4,4,4,5,4,Better run-time analysis tools (e.g. profilers),3,Debugging lazy code,5
7/18/2011 1:01:06,1 year,,I'm just tinkering.,,It's used secretly,"EAI - ""enterprisy"" stuff",,R,"Clojure, Common Lisp, R, Scheme",3,3,3,3,3,3,3,4,3,3,2,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",2,,3
7/18/2011 1:01:23,1 year,,"I'm just tinkering., I use it for my studies.",,I don't use Haskell at work,"Gaming, Math / data analysis, Open source projects, Compilers / interpreters","vi, Notepad++",C#,Scala,3,2,3,3,4,4,4,4,4,4,2,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,,4
7/18/2011 1:05:08,Months,,"I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Open source projects, Compilers / interpreters",Gedit,Ruby,"Ruby, Scheme",5,2,4,1,4,3,2,4,2,1,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",1,"Library Maturity.  There are lot (an lots, and lots) of vague experimental libraries with partial functionality.  The community need to push some of them to maturity.  In particular there is need for a solid graphics library and a solid GUI library.  I will know a library is mature when I can build and manipulate reliant data structures then then pass just once into the IO monad for execution. ",3
7/18/2011 1:18:25,2 years,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Gaming, Web development",TextMate,"Python, Scheme","C++, Javascript, Python, Scheme",2,3,4,3,3,3,3,4,3,3,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,"Lack of examples, documentation assuming domain expertise",3
7/18/2011 1:21:36,2 years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,It's used secretly,"""NoSQL"" usage, Math / data analysis, RDBMS programming","vi, Command line REPL, TextMate","C++, Python",O'Caml,3,4,4,3,4,4,3,4,3,3,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",2,"Needs linear types to make working with stateful structures easier.
No proof assistance. No ability to state proofs.",3
7/18/2011 1:23:14,4 years,,"I use it for serious ""hobby"" projects.",,,"Gaming, Math / data analysis, Compilers / interpreters",vi,Java,Python,2,3,3,2,4,3,3,2,3,4,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,"The biggest weaknesses within the language are those relating to instances (orphaned instances, overlapping instances, etc.).  The biggest weaknesses in the community as a whole relate to library support (particularly coverage).",3
7/18/2011 1:31:06,2 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"Open source projects, System administration","vi, Command line REPL","Ruby, Scala",Scala,4,3,4,4,3,3,4,4,4,3,3,,3,"One of the most painful things I've found is interoperating between the different string/text libraries. Between String, ByteString (lazy/strict) and Text (lazy/strict), gluing together libraries that use different representations is a tedious task.",4
7/18/2011 1:35:41,5+ years,,"I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,"I'm lobbying to have it be ""endorsed""","""Big Data"": Hadoop etc, Math / data analysis, Open source projects, Compilers / interpreters","vi, Command line REPL",Perl,"O'Caml, Agda, Epigram, or Coq",4,,5,4,3,3,4,5,4,3,1,Better run-time analysis tools (e.g. profilers),3,,5
7/18/2011 1:40:26,2 years,,"I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's endorsed and used in non-production activities,"Open source projects, Compilers / interpreters",vi,"C++, Java, Python","Erlang, Go, Prolog, Scala",5,4,4,3,4,4,4,4,4,3,3,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",3,,4
7/18/2011 1:42:26,Just started,,I'm just tinkering.,,I don't use Haskell at work,"Gaming, Network programming","vi, Notepad++","C++, C#",D,,,,,,,,,,,5,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",,,
7/18/2011 1:46:41,2 years,,I use it at work.,,It's endorsed and used in production applications,"""Big Data"": Hadoop etc, Math / data analysis","vi, Leksah, Command line REPL","Python, R, sql",,3,3,3,2,5,3,,3,5,5,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",4,,5
7/18/2011 1:47:07,1 year,,I'm just tinkering.,,"I'm lobbying to have it be ""endorsed""","Open source projects, Web development","vi, Leksah, Gedit",PHP,"Clojure, Common Lisp, O'Caml",2,,5,5,,5,3,4,4,3,,,4,"Better GUI libraries (and integration with FRP) would be great, and would lead to wider adoption of Haskell.

They're good, but could be much better.",3
7/18/2011 1:52:57,3 years,,"I use it for my studies., I use it at work.",,It's endorsed and used in production applications,"""Big Data"": Hadoop etc, Commercial services, Math / data analysis, Network programming, Web development, Finance",vi,,,2,4,,3,4,2,3,4,3,3,2,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",5,,4
7/18/2011 1:54:05,3 years,,"I'm just tinkering., I use it at work.",,It's used secretly,Math / data analysis,Emacs / haskell-mode,C++,,2,2,3,3,3,3,4,5,4,2,4,,1,,4
7/18/2011 2:04:53,1 year,,I use it at work.,,It's endorsed and used in production applications,"""Big Data"": Hadoop etc, Math / data analysis, Web development, Finance, Compilers / interpreters",vi,Scala,F#,2,2,3,4,4,2,4,4,2,2,3,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",1,"better type inference in vim would be awesome. I often find myself adding type annotations just to check the type of something.

It is very difficult to get up to speed on what libraries to use and when to use them. Also a cookbook of design patterns would be great to help people transition from the OO world. Kind of just a mapping of this is what you do in OO and now this is how you have to think about it.",4
7/18/2011 2:05:50,Just started,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"""NoSQL"" usage, Web development","Command line REPL, Gedit","C, Python, PHP",Clojure,4,4,4,4,4,4,3,3,4,4,3,Better run-time analysis tools (e.g. profilers),3,,4
7/18/2011 2:08:28,Months,,I'm just tinkering.,,,"Gaming, Math / data analysis",Gedit,Java,"O'Caml, Scheme",3,3,4,3,3,3,5,,,,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",,Difficulty reasoning about performance especially when first learning Haskell,
